"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"149","Trinidad and Tobago","0.586","0.574","0.72","0.74","0.69","0.464","0.236","0.301","0.309","1.394","0.409","0.596","0.906","0.628","0.966","0.791","0.865","1.716","1.487","1.351","0.483"
"150","Tunisia","0.763","0.861","0.887","0.91","0.98","0.978","1.039","1.076","1.115","1.34","1.41","1.401","1.594","1.452","1.508","1.559","1.77","1.748","1.869","1.819","2.027"
"151","Turkey","20.751","18.691","18.916","17.278","19.696","19.427","20.991","22.79","26.198","28.45","30.675","31.504","35.176","42.156","44.149","48.272","52.098","58.275","59.281","61.412","60.535"
"152","Turkmenistan","0.588","0.691","0.709","0.725","0.699","0.692","0.738","0.842","1.048","1.196","1.397","1.348","1.396","1.732","1.849","2.17","2.556","2.662","2.779","3.007","3.421"
"153","Uganda","0.19","0.161","0.178","0.185","0.192","0.183","0.2","0.196","0.213","0.235","0.251","0.256","0.278","0.325","0.344","0.36","0.367","0.398","0.419","0.367","0.401"
"154","Ukraine","8.373","8.401","9.104","9.983","11.136","11.825","13.523","15.227","16.288","17.049","17.013","13.66","14.257","14.376","14.115","13.752","11.712","12.407","12.219","12.398","13.479"
"155","United Arab Emirates","6.536","6.908","7.71","7.561","7.327","8.544","9.308","9.598","10.448","9.605","9.322","7.923","8.099","9.398","10.663","11.374","11.599","13.928","14.931","16.253","17.421"
"156","United Kingdom","269.093","262.416","254.201","220.795","228.861","263.414","211.575","211.032","202.85","202.6","209.286","180.916","172.491","183.25","171.882","187.333","186.257","172.847","187.861","186.87","197.177"
"157","United States","974.929","954.623","993.425","939.013","980.537","928.531","875.205","950.322","900.523","931.48","871.851","840.047","753.31","890.506","837.213","834.068","841.386","872.09","839.266","832.059","946.178"
"158","Uruguay","0.703","1.059","0.853","0.708","0.614","0.509","0.423","0.419","0.646","0.837","0.739","1.103","0.917","1.197","0.862","1.104","0.929","0.719","0.954","0.794","0.773"
"159","Uzbekistan","1.314","1.386","1.54","1.543","1.644","1.715","1.924","2.053","2.398","2.616","2.937","2.984","3.207","3.743","3.785","4.359","4.673","4.946","5.134","5.409","4.623"
"160","Vanuatu","0.001","0.002","0.002","0.002","0.001","0.001","0.001","0.001","0.001","0.002","0.001","0.002","0.003","0.003","0.002","0.004","0.003","0.001","0.003","0.003","0.003"
"161","Venezuela","8.162","7.425","7.449","8.34","7.141","6.963","6.975","8.553","9.388","12.149","12.85","12.34","12.999","13.849","15.029","14.684","14.034","14.035","11.773","9.824","8.166"
"162","Vietnam","1.159","1.549","1.691","1.8","2.002","2.137","2.571","2.837","3.141","3.634","3.876","4.02","4.58","5.201","5.315","5.891","6.31","6.47","7.112","7.698","8.162"
"163","Yemen","0.539","0.553","0.606","0.552","0.569","0.593","0.586","0.617","0.62","0.654","0.738","0.743","0.739","0.668","0.716","0.72","0.631","0.552","0.443","0.422","0.427"
"164","Zambia","0.208","0.186","0.214","0.259","0.228","0.231","0.232","0.264","0.259","0.328","0.337","0.367","0.391","0.432","0.458","0.438","0.444","0.457","0.463","0.419","0.423"
"165","Zimbabwe","0.253","0.221","0.262","0.359","0.267","0.192","0.159","0.173","0.154","0.17","0.152","0.184","0.211","0.28","0.329","0.313","0.334","0.333","0.329","0.249","0.301"
